Run,M1_total_size,M2_total_size,M3_total_size,M4_total_size,M1_gen_time,M2_gen_time,M3_gen_time,M4_gen_time,Total_Exchange_time,Method
1,43,44,9,9,0.018,0.004,1.877,0.007,2.056,4
